567595; 600000; 600000; 600000; 600000; 600000; 565854; 567278; 600000; 600000; 594542; 595369; 600000; 588588; 600000; 600000; 591446; 600000; 584580; 600000; 594246; 581260; 600000; 600000; 555288; 
574157; 570077; 600000; 600000; 600000; 600000; 600000; 568840; 594106; 600000; 588335; 600000; 600000; 585839; 600000; 600000; 589719; 600000; 585610; 583230; 590705; 563490; 600000; 594557; 585157; 
