1790421;1704002;2056422;1682122;1785349;1824020;1887099;1758870;1850374;1845800;1820341;1758969;1617954;1677101;1989923;1816038;1669673;1360012;1949907;1416717;1789389;1739537;1888254;1823503;1978271;1779202,72;1360012
2798;1876310;1771704;1952416;1854817;1812921;1776898;1818490;1902227;1853981;1887961;1840328;1619222;1674368;2006624;1841456;1770699;1437325;1738447;1631872;1881394;1791667;1940333;1760321;1768229;1728512,32;2798
1867303;1824996;1820790;1961862;1624817;1879035;1733374;1736977;2154139;1906585;1858966;1755578;1575608;1815916;2045586;1735148;1868621;1433934;1664287;1470811;1727257;1985143;1953657;1881979;1771498;1802154,68;1433934
1802018;1871967;1777668;1757635;1595747;1713240;1821887;1904285;1901154;1898092;2205380;1754883;1825272;1838745;1974208;1893385;1823309;1595897;1769361;1504184;1788099;1789198;1900182;1949859;1783766;1817576,84;1504184
1920672;1874164;1887897;1727795;1689287;1867928;1799709;1913536;1848555;1734905;1820275;1631638;1732723;1806479;1970368;1905651;1914805;1529070;1703212;1474563;2057621;1843260;1865199;1960532;1706174;1807440,72;1474563
1913315;1758939;1807988;1748487;1835553;1790506;1747173;1795028;1851373;1708878;1829787;1825650;1854632;1744177;1782729;1866700;1925268;1587716;1829377;1285254;1889275;1948678;1932793;1385943;1973135;1784734,16;1285254
1764700;1851272;1819913;1910036;1701792;1781760;1743448;1767603;1809979;1830020;1792582;1919483;1446332;1615926;1885393;1977696;1912958;1888901;2023543;1279235;1911464;1980141;1846215;1441215;2026388;1797119,8;1279235
1900168;1801812;1926483;1921497;1785451;1705321;1753529;1769563;1772051;1789416;2035994;1884543;1720873;1832390;2139910;1945958;2074971;1463840;1851432;1407460;2066778;1859850;1802770;1421794;1784545;1816735,96;1407460
1859972;1809805;1888551;1835193;1728015;1860338;1958190;1816023;1845376;1925858;1814813;1799781;1746664;1507625;2008059;1869397;2221900;1550991;1830676;1462148;1918051;1891440;1828807;1875230;1664312;1820688,6;1462148
1752021;1720144;2112160;1722146;1833328;1785719;1942572;1889390;1861641;1936005;2002197;1644162;1993208;1860293;2121942;1938626;1956415;1443738;1770917;1855478;1904837;1951243;1846482;1495311;1594105;1837363,2;1443738
1718930;1889038;1965701;1725941;1716120;1965907;1884915;1788363;1935552;1944287;2211;1781448;1865691;1647139;1852995;1904729;1899760;1555076;1872312;1852026;1763687;1821491;1892854;1478408;1630807;1734215,52;2211
1844753;1902138;1991077;1806229;1710063;1684232;1842483;1753464;1848742;1753598;2071838;1862111;1585763;1816754;1908152;1777792;2000593;1409549;1841478;1465865;1952247;1990115;2000977;1390260;1757802;1798723;1390260
1946665;1819213;1814702;1947542;1727782;1758953;1945803;1857765;1684418;1804721;1927376;1830668;1648398;1581204;2170654;1947684;1811330;1542797;1993760;2023146;2032130;1719254;1870972;1350834;1764406;1820887,08;1350834
1885785;1879112;2081650;1849178;1760463;1767936;1940861;1751548;1826240;1870643;1948560;1800411;1888559;1662078;2108313;1852023;1935177;1418209;1705455;1482842;1821263;2020253;1938984;1424304;1951513;1822854,4;1418209
1905314;1729746;1965982;1628843;2067025;1791258;1778098;1874986;1872067;1923665;1959938;1934890;1956929;1670741;1921577;1932422;1915174;1461332;1737265;1759685;1892248;1731141;1829189;1462132;1790523;1819686,8;1461332
1834086;1713136;1999010;1798664;1779220;1926294;1778861;2108309;1923541;1917316;1811671;1860394;2024710;1689528;1971491;2000528;1898349;1446176;1837495;1377269;1983088;1974028;1835873;1452078;1978107;1836768,88;1377269
1923664;1642332;2160565;1647225;1652280;1953989;1902899;1626890;1777677;1901519;2026740;1831313;1752444;1832655;1836021;1931380;1766435;1427675;1791598;1809214;1948592;1800082;1946748;1897285;1464451;1810066,92;1427675
1829083;1862348;1874285;1771812;2015766;1872255;1779902;1756579;1730416;1908417;1917620;1701149;1751126;1725601;1783855;1866673;1808381;1442319;1828351;1972916;1754843;1934387;1936987;1969696;1540645;1813416,48;1442319
1705484;1891572;1925977;1569465;1835198;1810178;1951498;1815005;1866380;2007973;1843024;1680729;1865131;1642256;2571;1691714;1895798;1584551;1726799;1425677;1826258;1915465;1922643;1793743;1626785;1712874,96;2571
1793239;1607626;2064737;1716788;1738133;1656824;1707777;1890391;1839551;1721589;2071678;1914672;1776301;1727259;1893395;1711219;1836477;1862833;1973409;1406993;1851381;1805904;1917801;1539905;1664986;1787634,72;1406993
1688812;1760969;1940152;1862164;1857990;1776930;1752685;1775358;1979845;1765579;1854858;1797488;1957926;1734925;1832777;1927396;1712492;2049486;1892957;1953742;1874266;1938358;1960801;1458625;1707825;1832576,24;1458625
1807428;1819693;1824306;1732989;1786367;2018509;1994327;1674674;1854079;1866521;1915708;1768073;1901512;1648909;1911319;1810708;1901175;1812690;1938480;1948587;1928195;1949013;1913108;1430071;1820191;1839065,28;1430071
1833475;2037037;1925823;1749978;1662582;1728707;1914292;1855860;1873433;2050752;1909502;1852940;1533668;1832764;1722942;2062097;1959862;1517852;1880355;1809535;1890859;1715208;1817798;1444124;1748510;1813198,2;1444124
1948536;1837095;1832071;1897254;1918611;1726781;1882466;1885296;1904236;1751928;1744533;1956794;1524330;1685545;1979019;2048167;2011021;1462057;1855026;1641987;2032881;1974624;1554165;1723297;1842453;1824806,92;1462057
2002774;1683806;1970375;1765841;1892359;1937669;1715692;1658311;1833177;1754442;1711052;1987606;1840887;1733259;1714593;1911256;1860286;1977557;1800938;1346881;1864687;1834029;1743732;1845760;1847117;1809363,44;1346881
1891321;1917649;1934664;1739621;1594997;1944351;1862609;1879301;1847617;1782486;1966622;1707137;1901393;1653498;1776981;1990149;2116134;1710201;1717838;1463687;1927793;1933810;1988144;1526802;1718630;1819737,4;1463687
1901145;1963267;2116656;1912051;1730395;2027685;1766737;1837064;1820779;1703910;1783793;1778122;1814255;1652366;1887814;1841464;2096106;1463168;1657258;1453879;1901938;1853760;1949594;1610892;1727774;1810074,88;1453879
1841453;2057743;2038748;1745170;1752261;1808731;1839737;1888006;1814576;1727378;1904616;2068252;1902632;1735690;1802954;1743299;1934109;1485823;1636581;1423362;1840906;1903376;1952701;1409938;1449650;1788307,68;1409938
1842557;1967346;1953738;1754388;1760432;1739717;1738372;1745757;1692809;1803051;2020059;1920657;1713062;1805902;1902087;1803930;2006937;1423875;1949569;1327897;1759854;1930620;2032551;1626078;1487171;1788336,64;1327897
1794233;1892952;1891532;1833101;1885291;2085486;1729552;1668545;1740460;1999759;1819053;2056945;1564255;1743226;1832302;1834619;1863025;1400104;1832672;1367912;1993032;1942968;1987486;1877799;1637250;1810942,36;1367912
1808925;1866608;1902322;1792922;1765096;1855377;1693091;1837593;1936980;1991641;1742109;1804316;1763406;1765464;1893687;2031400;1790819;1512425;1842811;1271648;2219417;1919074;1830838;1748563;1668124;1810186,24;1271648
1954813;1852175;1913308;1811092;1997081;1843997;1728489;1717286;1869160;1792254;1944492;1854024;1772249;1479211;1794195;1911325;1941109;1516976;1772127;1287206;1928561;1848465;1831471;1974948;1603346;1797574,4;1287206
1753654;1921389;2193603;1885200;1781637;1850918;1604972;1932845;1903178;1870146;2002295;1935616;1715795;1678563;1907741;1772476;1780026;1353189;1960813;1257505;1809057;1882664;1877371;1862337;1558569;1802062,36;1257505
1624453;1818807;2097138;1793432;1535807;1750338;1945501;1736875;1794596;1929521;1828934;1829335;1993447;1731146;1894948;1882858;1958644;1370222;2087145;1406731;1892202;2023761;1837139;1863470;1574696;1808045,84;1370222
1685505;1760709;2034418;1956499;1863006;1958145;1911350;1633499;1906571;1872498;1984859;1951475;1607789;1801870;1752390;1904628;1963978;1595026;1936442;1177386;1911020;1869961;1921031;1821697;1460420;1809686,88;1177386
1831808;1998807;1941156;1921992;1893578;1765959;1768426;1773757;1821532;1801920;2071927;1787957;1747894;1695079;1875340;1932258;1913252;1774489;1734493;1342931;1998959;1942162;1903053;1667948;1563495;1818806,88;1342931
1894807;1813745;1904601;1983409;1576973;1664653;1779118;1898192;1873124;1782692;1848620;1859699;1778055;1683453;1925546;1830497;1913645;1602706;1801447;1392994;1899950;1850213;1997599;1973342;1753899;1811319,16;1392994
1811271;1782734;1964291;1700545;1704900;1778505;1856577;2111266;1901526;1889343;1871519;1783923;1667219;1846196;1816797;1948682;1962845;1431805;1693341;1476032;1840536;2001118;1982291;1449799;1608680;1795269,64;1431805
1846202;1789380;1971739;1801161;1692895;1822288;1703513;1878762;1865643;1789697;1937845;1785589;1633701;1610638;1885879;1744667;1845000;1518271;1724994;1535280;1941146;1803702;1810357;1459933;1586181;1759378,52;1459933
1910793;1737259;2093715;1808404;1840790;2088945;1831668;1668415;1840052;1696477;1977741;1800674;1913671;1731196;1920921;1709844;1926980;1462029;1774868;1286864;1763508;1679480;1849309;1378145;1690678;1775297,04;1286864
1810384;1667574;2133063;1791076;1760480;1836502;1888092;1675009;1973325;1844332;2026885;2098214;1906146;1752734;1877032;1890324;2017218;1506960;1985577;1447067;2045615;1934018;1934140;1864179;1650332;1852651,12;1447067
1810562;1921787;2229804;1887750;1698265;1824579;1848035;1758745;1949018;2094284;1865982;1798926;1870310;1876295;1811317;1768465;2048625;1519618;1950088;1676158;2026731;1721840;1886187;1878917;1782986;1860210,96;1519618
1795220;2029736;1912352;1790776;1727265;1776643;2196085;1853709;1770514;1815251;1990455;1947281;1610289;1752032;1792176;1716598;2056956;1554290;1695697;1261144;1826353;1992393;1908319;1758617;1616357;1805860,32;1261144
1850981;1847158;1868801;2025170;1742485;1773068;2013516;1629198;1777214;1917125;1759979;1958110;1517200;1845656;1764414;1870704;1900810;1583077;1684487;1642733;1900389;1732646;1860886;1544385;1686929;1787884,84;1517200
1823929;1914872;1943793;1843248;1878936;1801237;1748533;1804392;1946807;1683182;1927533;1950658;1729845;1665794;1914055;1641338;1742195;1336780;1950641;1478588;1969844;1897368;1899739;1639531;1781365;1796568,12;1336780
1846587;1845539;2139072;1900932;1908431;1730434;1830399;1797725;1840712;1853413;1940962;1871467;1681106;1694675;1689799;1884379;1890397;1435590;1915142;1877647;1782747;1789324;1941710;1795717;1486003;1814796,36;1435590
1626663;1916828;1931218;1900523;1773295;1842383;1698585;1901588;1871593;2235520;1958879;1915939;1855541;1788251;1687705;1798571;1855320;1502141;1818742;2100688;1660846;2085607;1951556;1823462;1509566;1840440,4;1502141
1934651;1839653;1786323;1834427;1795839;1740273;1761795;1779068;1860810;1806004;1878114;1795940;1934470;1724198;1776261;1910979;1787183;1457323;1748619;1758388;1802784;1784501;1839497;1782493;1527511;1785884,16;1457323
1818172;1887163;1898787;1735299;1710252;1789362;1947199;1786335;1848720;1956200;1897943;1953224;1799765;1903092;1948449;1825029;1693746;1476134;1959891;1966778;1889926;1912475;1872358;1490969;1757452;1828988,8;1476134
1645525;1690776;1898181;1784053;1691957;1686658;2076592;1679787;1809431;1696569;1963915;1744346;1757453;1927663;2063486;1903759;1699631;1370611;1898003;1945238;1848046;1865997;1944727;1710675;1791757;1803793,44;1370611
1824515;1805713;1887626;1943559;1748406;1713072;1839637;1636004;1954763;1910651;1903369;1932648;1933450;1660206;1838144;1938649;1636699;1438112;1923559;1834068;1840129;1783588;2078039;1667629;1646948;1812767,32;1438112
1788997;1858381;2118205;2012977;1899195;1877771;1903843;1847950;1869594;1838235;1816640;1971115;1997091;1625010;1777965;1830308;1943601;1795929;1721794;1974264;1924318;1995776;1864645;1749753;1831217;1873382,96;1625010
1887274;1682773;2011052;1943645;1755789;1887791;1814283;1471944;1951750;1854410;1994124;1843562;1903672;1772321;1915158;1828238;1860906;1519628;1759070;1946625;1855228;1972170;1609959;1811341;1699857;1822102,8;1471944
