1739491; 1708737; 2000800; 1721400; 1771183; 1717816; 1816650; 1722956; 1785500; 1810103; 1568925; 1812356; 1838300; 1909151; 1794129; 1984100; 1742183; 1776142; 1764028; 1813000; 1587856; 1924700; 1810900; 1771100; 1959300; 
1620251; 1725184; 1867206; 1597243; 1816143; 1739598; 1896077; 1740038; 1725600; 1751008; 1484919; 1674157; 1794226; 1815642; 1735900; 1888042; 1712087; 1593392; 1705432; 1706743; 1606745; 1908132; 1835400; 1780300; 1983100; 
1555864; 1737173; 1818700; 1758514; 1831310; 1624327; 1797353; 1733782; 1812200; 1809111; 1593179; 1681606; 1908606; 1943300; 1785435; 1926240; 1774820; 1729612; 1666283; 1756671; 1668345; 1826050; 1783637; 1803900; 1956500; 
1622323; 1766434; 1806641; 1743055; 1810734; 1688164; 1789964; 1720000; 1885400; 1827875; 1546001; 1607485; 1695419; 1853300; 1709074; 1819017; 1647663; 1695036; 1591828; 1706800; 1533243; 1737708; 1686202; 1713700; 1895000; 
1563941; 1684149; 1593734; 1698744; 1780964; 1537658; 1636711; 1672046; 1844100; 1739776; 1534783; 1593986; 1700795; 1852700; 1769193; 1655001; 1649998; 1658394; 1656283; 1716400; 1590453; 1689748; 1717782; 1726000; 1856609; 
1559326; 1627899; 1535412; 1621113; 1743572; 1531519; 1628174; 1608901; 1896900; 1685028; 1535364; 1611010; 1663926; 1816815; 1676230; 1706064; 1685774; 1685576; 1669180; 1715000; 1696318; 1661124; 1710563; 1714895; 1839621; 
1541959; 1695905; 1450967; 1518786; 1690291; 1498961; 1593981; 1601214; 1853509; 1667645; 1507017; 1671736; 1643287; 1858527; 1569991; 1678072; 1589263; 1597677; 1655976; 1754000; 1732275; 1621609; 1648757; 1708200; 1838617; 
1479525; 1637368; 1473559; 1521537; 1700494; 1477204; 1543181; 1586455; 1756500; 1643414; 1468733; 1653211; 1663529; 1841900; 1571836; 1549694; 1625823; 1739061; 1654431; 1740700; 1670979; 1613216; 1499249; 1735200; 1775751; 
1482931; 1596745; 1481983; 1507095; 1663682; 1573189; 1611122; 1570450; 1721200; 1629930; 1457732; 1680496; 1705325; 1854174; 1589435; 1474973; 1665293; 1613051; 1642443; 1758100; 1697964; 1617318; 1492323; 1728600; 1755172; 
1526560; 1540766; 1522041; 1540922; 1601233; 1452190; 1566616; 1556608; 1844300; 1523547; 1494510; 1713800; 1525148; 1843000; 1467281; 1507084; 1583200; 1645420; 1615344; 1754800; 1632698; 1628944; 1521893; 2374; 1574498; 
1544579; 1458962; 1531631; 1464406; 1623148; 1557815; 1585088; 1640377; 1857700; 1577679; 1505221; 1652638; 1528080; 1757000; 1522713; 1503170; 1495746; 1633627; 1628769; 1745600; 1550119; 1574256; 1483296; 1627715; 1567776; 
1515166; 1469590; 1466981; 1473259; 1647045; 1587567; 1543448; 1615104; 1642215; 1736852; 1492115; 1660393; 1565016; 1678186; 1635795; 1542251; 1471617; 1713274; 1629405; 1760200; 1743605; 1548447; 1476055; 1609625; 1596675; 
1546334; 1497194; 1460324; 1490577; 1601967; 1536960; 1546784; 1559826; 1637126; 1597301; 1533181; 1626095; 1538210; 1636793; 1611444; 1592833; 1477365; 1703501; 1640468; 1739800; 1701048; 1582946; 1429524; 1621105; 1560058; 
1487343; 1532076; 1456016; 1590251; 1572837; 1550575; 1530177; 1577386; 1663812; 1598334; 1567642; 1619236; 1624165; 1566634; 1584172; 1531130; 1544174; 1687839; 1660424; 1745000; 1673989; 1572634; 1467665; 1667729; 1598697; 
1525115; 1514267; 1472380; 1598844; 1557876; 1566365; 1492543; 1549211; 1654719; 1609715; 1651424; 1620625; 1539747; 1602853; 1608921; 1506916; 1537634; 1727461; 1682229; 1729700; 1765086; 1592474; 1558294; 1654393; 1601096; 
1479044; 1515125; 1536142; 1479549; 1649616; 1507929; 1668100; 1626561; 1640348; 1634855; 1584414; 1639474; 1541305; 1682905; 1588469; 1498973; 1483388; 1650943; 1701649; 1715200; 1584815; 1527473; 1465587; 1628655; 1628921; 
1555378; 1484444; 2340; 1522263; 1628498; 1541778; 1556693; 1653865; 1609241; 1644017; 1504023; 1649714; 1548067; 1665334; 1519848; 1507713; 1515024; 1638539; 1634860; 1793600; 1621257; 1523078; 1576042; 1649084; 1608116; 
1504689; 1472865; 1552081; 1481815; 1539219; 1466965; 1668041; 1577238; 1646779; 1593645; 1519680; 1649822; 1555714; 1639285; 1506687; 1491311; 1514925; 1671420; 1602448; 1705000; 1628278; 1599202; 1563735; 1634465; 1527221; 
1531609; 1519608; 1498362; 1540581; 1463424; 1547817; 1581004; 1580195; 1604887; 1567417; 1452544; 1654139; 1591831; 1545958; 1565692; 1492165; 1476765; 1592592; 1623566; 1722600; 1754568; 1599339; 1523067; 1593429; 1569300; 
1470223; 1516160; 1524760; 1500619; 1514868; 1521970; 1505063; 1510536; 1576666; 1524704; 1488945; 1685899; 1518720; 1552288; 1478271; 1537375; 1487679; 1523866; 1628399; 1717608; 1640280; 1532137; 1456327; 1611920; 1551675; 
1479117; 1461149; 1521675; 1472039; 1500684; 1498655; 1478851; 1445567; 1583057; 1551962; 1546857; 1632174; 1536985; 1616938; 1476387; 1527396; 1493140; 1505256; 1602760; 1558059; 1622562; 1556185; 1471478; 1517588; 1476582; 
1477341; 1504836; 1546097; 1520068; 1500979; 1504496; 1486462; 1504704; 1575684; 1547032; 2216; 1628165; 1455955; 1541282; 1513076; 1481017; 1503629; 1541480; 1480968; 1657788; 1594443; 1520068; 1518547; 1504498; 1483960; 
1505095; 1489896; 1563386; 1446381; 1482624; 1482803; 1561405; 1506721; 1485681; 1552101; 1519246; 1581644; 1512456; 1536018; 1514172; 1473654; 1466070; 1582313; 1444720; 1597694; 1671573; 1492812; 1544406; 1542558; 1544114; 
1467976; 1501808; 1494620; 1512218; 1523257; 1512438; 1537992; 1492080; 1484756; 1589714; 1455559; 1496959; 1512378; 1503273; 1507183; 1490490; 1484791; 1520575; 1466270; 1552547; 1603576; 1473373; 1555613; 1527184; 1496877; 
1474876; 1474702; 1455206; 1479086; 1522451; 1487649; 1538174; 1452298; 1489630; 1530908; 1489568; 1517366; 1444843; 1487302; 1529494; 1482773; 1448122; 1525280; 1506435; 1519302; 1630450; 1469318; 1502453; 1545820; 1521987; 
1472607; 1537282; 1501872; 1520992; 1473647; 1457501; 1452459; 1531457; 1468675; 1567361; 1495379; 1476377; 1471416; 1475931; 1556464; 1463536; 1497800; 1482726; 1477839; 1507443; 1672875; 1510345; 1454420; 1497245; 1526829; 
1522153; 1479790; 1571923; 1488030; 1555541; 1487245; 1493143; 1535931; 1460452; 1503661; 1494793; 1484108; 1437895; 1496761; 1479124; 1480242; 1522719; 1459211; 1529213; 1467272; 1594075; 1507198; 1487153; 1600552; 1496306; 
1499582; 1466418; 1565314; 1455709; 1569724; 1516436; 1550555; 1488152; 1524571; 1552916; 1549829; 1486942; 1517922; 1482193; 1486366; 1459145; 1499626; 1490391; 1519476; 1466378; 1564087; 1480662; 1516868; 1517498; 1551375; 
1515241; 1514920; 1539411; 1488702; 1547604; 1510314; 1508833; 1484199; 1494223; 1544455; 1513785; 1463036; 1569304; 1534097; 1486320; 1554662; 1509402; 1476266; 1475199; 1498424; 1611588; 1453784; 1572054; 1523500; 1512214; 
1476056; 1485839; 1522568; 1469094; 1481640; 1603930; 1595274; 1533602; 1493135; 1484553; 1476225; 1475451; 7708; 1490402; 1507570; 1511849; 1461802; 1525624; 1522842; 1544182; 1635492; 1458498; 1492163; 1528943; 1536253; 
1484174; 1455017; 1441175; 1456878; 1537008; 1508045; 1511596; 1458988; 1526922; 1492576; 1461419; 1466944; 1462583; 1476390; 1520567; 1488533; 1513423; 1487051; 1460073; 1452377; 1647397; 1475391; 1482577; 1512689; 1489784; 
