598472; 600000; 600000; 600000; 600000; 600000; 590604; 585407; 600000; 579258; 600000; 594267; 600000; 600000; 573810; 600000; 600000; 600000; 595499; 600000; 600000; 574676; 587212; 597040; 600000; 
600000; 595232; 594155; 600000; 600000; 600000; 595650; 591871; 600000; 580835; 600000; 600000; 600000; 600000; 573052; 600000; 600000; 600000; 600000; 600000; 600000; 589734; 589321; 590710; 600000; 
600000; 600000; 600000; 600000; 600000; 594910; 564996; 597334; 600000; 589303; 600000; 600000; 600000; 600000; 566104; 600000; 600000; 600000; 600000; 600000; 600000; 557772; 592210; 590701; 600000; 
600000; 600000; 600000; 600000; 594387; 600000; 589609; 573523; 594955; 582741; 600000; 600000; 600000; 600000; 573112; 600000; 600000; 600000; 600000; 600000; 600000; 588673; 574895; 591549; 600000; 
600000; 600000; 600000; 600000; 595824; 600000; 558458; 598497; 600000; 591782; 600000; 600000; 600000; 600000; 590271; 600000; 600000; 600000; 594231; 600000; 600000; 564020; 584937; 586056; 600000; 
595777; 600000; 595604; 594308; 600000; 600000; 571278; 572953; 600000; 585552; 600000; 600000; 600000; 600000; 580568; 600000; 600000; 600000; 595962; 600000; 594287; 559815; 586459; 594197; 597072; 
595293; 600000; 600000; 594516; 600000; 600000; 598184; 581695; 600000; 588117; 600000; 600000; 582396; 600000; 572779; 600000; 594162; 600000; 598241; 600000; 600000; 585195; 576278; 600000; 600000; 
600000; 600000; 600000; 583043; 600000; 600000; 569112; 571672; 600000; 582441; 600000; 600000; 587977; 600000; 571878; 600000; 600000; 600000; 600000; 598154; 600000; 580897; 589541; 595863; 600000; 
600000; 600000; 600000; 586936; 600000; 600000; 583423; 574338; 600000; 592142; 600000; 600000; 583761; 589602; 571045; 600000; 600000; 600000; 594020; 600000; 600000; 580597; 589935; 600000; 600000; 
590864; 594142; 600000; 576850; 594885; 600000; 574592; 564062; 600000; 585040; 600000; 600000; 587467; 600000; 562528; 600000; 600000; 600000; 600000; 600000; 600000; 593662; 590963; 600000; 600000; 
589922; 600000; 595063; 600000; 594276; 600000; 564717; 575582; 594271; 600000; 600000; 600000; 575292; 600000; 579468; 600000; 594075; 600000; 600000; 595063; 600000; 555982; 561436; 594257; 600000; 
600000; 600000; 600000; 578621; 600000; 594156; 576880; 552959; 600000; 585009; 600000; 600000; 566034; 600000; 569763; 600000; 595576; 600000; 600000; 600000; 600000; 589964; 553628; 600000; 600000; 
597557; 600000; 600000; 600000; 600000; 592284; 586376; 588021; 600000; 600000; 600000; 600000; 577947; 600000; 575232; 600000; 595299; 600000; 600000; 587801; 600000; 576629; 591100; 594339; 600000; 
595379; 600000; 600000; 600000; 595360; 600000; 579105; 573577; 594328; 600000; 594255; 600000; 586096; 600000; 558831; 600000; 600000; 600000; 600000; 600000; 600000; 573803; 596309; 576965; 600000; 
600000; 600000; 600000; 600000; 600000; 600000; 590305; 577405; 600000; 594393; 600000; 600000; 585892; 600000; 587424; 600000; 600000; 594801; 600000; 598249; 594113; 590689; 598402; 581992; 600000; 
589406; 599224; 600000; 600000; 600000; 594582; 569062; 583937; 600000; 600000; 600000; 600000; 581594; 600000; 565829; 600000; 600000; 600000; 588435; 588495; 600000; 558562; 582046; 562785; 600000; 
574551; 594330; 600000; 600000; 600000; 600000; 600000; 579886; 594074; 600000; 600000; 600000; 578763; 600000; 599203; 600000; 600000; 600000; 600000; 600000; 600000; 575893; 582512; 596339; 600000; 
600000; 600000; 600000; 600000; 600000; 590330; 600000; 577494; 596448; 600000; 594632; 600000; 589323; 600000; 587156; 600000; 600000; 600000; 600000; 600000; 600000; 555609; 594939; 593226; 600000; 
594750; 595946; 600000; 600000; 588480; 594096; 599048; 575250; 600000; 600000; 600000; 600000; 579933; 600000; 586767; 600000; 594602; 600000; 600000; 600000; 600000; 560925; 579337; 578431; 600000; 
587733; 595533; 589741; 600000; 600000; 594424; 594558; 571966; 600000; 600000; 600000; 600000; 586385; 600000; 545779; 600000; 588095; 600000; 600000; 600000; 600000; 586814; 594574; 584732; 600000; 
