15094200; 15055100; 15194500; 15478600; 15376100; 15063200; 15235600; 15339400; 15245500; 15154500; 15218100; 15027472; 15383000; 15366800; 15100500; 15258700; 15209200; 15245100; 15205800; 14993600; 
15177000; 15004737; 15181900; 15245200; 14870700; 15138700; 15319500; 15203200; 15186600; 15023800; 15145200; 15122400; 15065100; 15341600; 15266200; 15225139; 14951400; 15071300; 15257300; 15097900; 
15150500; 15225900; 15298600; 15016200; 15059300; 15258000; 15304900; 15040800; 15316800; 15297189; 15369800; 15066900; 15012200; 15203900; 15500100; 15184400; 15129600; 15610900; 15291200; 15384700; 
15287600; 15368800; 15518200; 15005000; 15172227; 15325400; 15324100; 15147400; 15105600; 15240000; 15415000; 15295400; 15151400; 15065800; 15425400; 15146400; 15297800; 15373000; 15146900; 15118400; 
15516600; 15196800; 15508100; 15055600; 15176600; 15283700; 15322700; 15112700; 15189600; 15267200; 15260345; 15043600; 15136000; 15342800; 15056100; 15174000; 15256500; 15271500; 15133000; 15177300; 
15297100; 15141100; 15544900; 15394100; 15178200; 15241700; 15271800; 15283900; 15181900; 15169100; 15280300; 15147400; 15159500; 15500900; 15383500; 15305200; 15376200; 15062500; 15250600; 15135900; 
15264100; 15314300; 15394300; 15229900; 15046400; 15050900; 14907600; 15108200; 15133700; 15173300; 15370500; 15077900; 14941600; 15362600; 15234900; 15229000; 15453700; 15001200; 15044900; 15033100; 
15189000; 15477100; 15450900; 15298600; 15271300; 15125900; 14815300; 15068600; 15115600; 15327300; 15414800; 15180200; 14926200; 15403000; 15349500; 15186400; 15109100; 15249800; 15225900; 15360300; 
15097700; 15137200; 15283000; 15156000; 15244200; 15310000; 15141500; 15201500; 14323731; 16015200; 15859300; 15408800; 15422200; 15300400; 15294800; 15101300; 15437969; 15005800; 15217000; 15227200; 
15288300; 15410200; 15524500; 15352700; 15607500; 15530700; 15265500; 15208600; 15040000; 14975600; 15083400; 15194900; 15247700; 15367500; 15178600; 15318200; 15146100; 15667100; 15061600; 15276800; 
15176800; 15325700; 15297500; 14994000; 15385900; 14983100; 15353700; 15069100; 15149000; 14919000; 15150300; 15197800; 15170300; 15243897; 14889300; 15203900; 14936600; 14992000; 15259800; 15063936; 
14884758; 14735100; 15381300; 15081200; 15328600; 15278800; 15111500; 14862500; 14911700; 15137900; 14987700; 15355700; 15135700; 15431500; 14873800; 15260900; 15039200; 15045516; 15287300; 15419700; 
15292900; 15094100; 15092723; 15172500; 15354900; 14708000; 14809500; 15233900; 14909800; 14977400; 15429400; 15256800; 14743265; 15170269; 15091400; 15332300; 15172000; 15217600; 15173800; 15401000; 
14950100; 15483200; 14957700; 15158900; 15339800; 15001565; 14685400; 15110700; 15253100; 15468900; 15299000; 15122000; 14986600; 14867700; 14570900; 15611700; 15595600; 15403600; 14880816; 15393400; 
15152800; 15051500; 15052300; 15070100; 15104300; 15196900; 15158600; 15468200; 15045347; 15254100; 15250400; 15025900; 15033700; 14985700; 15370000; 15227600; 14971200; 14843992; 15081000; 15107300; 
14845900; 14662668; 15185700; 14960900; 15536700; 15074800; 14787473; 14785600; 15146400; 14763500; 15299000; 15102700; 15016300; 15041200; 15322900; 14972800; 14865800; 14924600; 15275800; 14974300; 
15145200; 14974900; 15054100; 15408500; 15400000; 15133400; 15044900; 15016400; 15076700; 14841500; 14846847; 15370800; 15019700; 15204500; 15164100; 14964300; 15158700; 14755700; 15310100; 15270400; 
15304726; 14988850; 14860100; 14699805; 15041700; 15228400; 15364200; 14851800; 14910882; 15301400; 14726300; 14722700; 15066900; 15038500; 15046700; 15242600; 15459600; 15063800; 14974900; 15127800; 
15392500; 15314000; 14930400; 14812600; 14978500; 15026400; 15256900; 14803200; 14980800; 15539900; 15249300; 15198000; 15402700; 15002400; 14799800; 15320500; 15634200; 15068000; 15174500; 15399100; 
15106200; 15038500; 15133000; 14919100; 15279800; 15146900; 14788447; 15423000; 15087600; 15148800; 15139100; 15144400; 15540600; 14702200; 15110900; 15465800; 15448600; 15320200; 15028900; 15058400; 
15346400; 15086300; 14954400; 15190900; 15063400; 15207300; 15446200; 15446200; 15360100; 14936200; 14845600; 15266300; 15320853; 14557304; 14865956; 15567000; 15120900; 15386500; 14920533; 15070500; 
15396100; 14930600; 14946600; 15050700; 14901900; 15176500; 15251500; 15623200; 15474100; 14770200; 15093400; 14975771; 15163400; 14942900; 15066000; 15586900; 15131600; 14801600; 15335900; 15125200; 
9460; 15065900; 14786300; 14948800; 14795100; 15036600; 15289900; 15659400; 14926100; 14947100; 15143100; 15130200; 14971400; 15065300; 15152100; 15214300; 15089300; 15184400; 14923700; 15187400; 
14813000; 14945600; 15121900; 14697100; 15191200; 15124500; 15019800; 15063300; 14925900; 14728280; 15179400; 14977900; 15067200; 15031400; 15123500; 15077000; 15481200; 15556300; 14953800; 15140300; 
