398972; 495433; 465307; 412606; 500000; 500000; 442597; 248009; 414738; 500000; 325674; 500000; 351194; 421432; 380109; 486983; 355752; 495564; 500000; 483361; 500000; 237405; 369063; 254893; 300353; 
406355; 479692; 420809; 335251; 500000; 500000; 356570; 226457; 416406; 495356; 318670; 500000; 438412; 434635; 321905; 487224; 425168; 373354; 500000; 474916; 500000; 297400; 347147; 270492; 345583; 
382288; 486778; 410422; 399954; 500000; 500000; 352448; 233198; 351909; 500000; 373980; 500000; 377294; 400219; 338725; 484979; 433428; 385574; 500000; 486072; 500000; 220075; 395422; 263678; 370148; 
411594; 485184; 334097; 389744; 500000; 500000; 363428; 225084; 295042; 500000; 295586; 500000; 388716; 437570; 309164; 480488; 400549; 393758; 500000; 467215; 496574; 210672; 372052; 269760; 411184; 
406704; 493297; 245727; 367745; 500000; 495084; 367417; 212575; 357083; 500000; 281064; 500000; 395397; 420684; 326922; 475547; 385632; 379449; 500000; 441876; 500000; 195525; 411456; 258560; 405619; 
395277; 480819; 333435; 403258; 500000; 495099; 376481; 240872; 314679; 500000; 366803; 500000; 387706; 415928; 277448; 479032; 406367; 341498; 500000; 458580; 500000; 186800; 402273; 492171; 404356; 
393475; 482842; 355744; 382552; 500000; 332334; 381037; 217093; 326518; 500000; 388200; 500000; 343425; 410193; 275440; 475154; 500000; 335740; 500000; 478258; 500000; 211846; 419893; 490855; 418161; 
382431; 487136; 319360; 387762; 500000; 372484; 330335; 211771; 294300; 500000; 371329; 500000; 353607; 436976; 275899; 471921; 500000; 380620; 500000; 483705; 500000; 195677; 379031; 488788; 408164; 
389366; 496845; 347946; 381838; 500000; 377233; 328032; 217047; 320016; 500000; 391117; 500000; 357900; 385825; 291023; 465308; 496481; 391276; 485485; 485465; 500000; 184261; 409067; 481388; 431863; 
411288; 497367; 335306; 360621; 500000; 374888; 343883; 226716; 319519; 389930; 357063; 500000; 292701; 416612; 256354; 432710; 500000; 392214; 500000; 495614; 500000; 211118; 394878; 471701; 408954; 
363258; 488017; 403529; 396415; 500000; 382685; 319528; 230717; 278308; 383173; 387165; 500000; 298626; 424827; 243758; 477460; 496494; 366955; 366400; 493271; 496844; 214886; 412264; 474187; 416835; 
377807; 490822; 343789; 353011; 500000; 404031; 325792; 218800; 291078; 375644; 326550; 500000; 324572; 387210; 261161; 467513; 497544; 390604; 319241; 500000; 500000; 191605; 368540; 374648; 407102; 
370265; 489283; 363770; 413530; 500000; 389508; 348584; 184856; 287965; 382456; 371530; 498072; 311025; 418999; 231420; 465075; 493643; 389267; 353762; 486489; 500000; 217853; 386483; 304010; 432352; 
500000; 495643; 316550; 397325; 500000; 393793; 304739; 165346; 243087; 389391; 380441; 493446; 350035; 368535; 240260; 470038; 492043; 346604; 349655; 491802; 500000; 207245; 416086; 311447; 411937; 
500000; 476211; 346564; 343010; 500000; 406102; 319991; 369464; 291207; 386341; 315024; 500000; 362282; 335773; 349365; 458788; 486996; 375500; 317175; 500000; 500000; 182080; 419377; 284948; 399022; 
500000; 492312; 370514; 357631; 500000; 391242; 308866; 281817; 248419; 408011; 309567; 499745; 298405; 352468; 332988; 301151; 500000; 350100; 359566; 478814; 500000; 188962; 382885; 384987; 407253; 
494425; 495874; 363225; 353692; 500000; 372553; 278550; 199582; 309289; 379841; 335970; 493336; 279538; 275968; 340141; 272527; 495304; 427367; 355604; 491047; 500000; 183930; 404106; 391938; 408093; 
497837; 484677; 283605; 348466; 500000; 425944; 280156; 206127; 280575; 413736; 410746; 485308; 353868; 293139; 345706; 341928; 492740; 355166; 376549; 478741; 500000; 181112; 372282; 384960; 428595; 
494570; 494240; 381872; 383180; 500000; 370998; 272347; 182319; 281160; 409248; 404162; 468126; 350135; 353302; 325087; 309361; 500000; 348645; 335274; 445769; 500000; 237626; 419452; 237284; 428664; 
430002; 475578; 296700; 380059; 500000; 235364; 500000; 250806; 296996; 376687; 414403; 416889; 381811; 372331; 380460; 277677; 500000; 357613; 328405; 458660; 500000; 258240; 379614; 209619; 411758; 
397790; 490948; 298211; 342955; 500000; 490224; 305571; 365387; 297266; 379801; 404980; 398496; 384920; 394105; 360982; 268387; 488926; 312483; 300904; 466171; 500000; 261858; 376841; 242503; 397134; 
386832; 411551; 321530; 384829; 500000; 494385; 251138; 185136; 285125; 402314; 391631; 383536; 391320; 367224; 375647; 247036; 493548; 340874; 338656; 470803; 500000; 289043; 390260; 257875; 391790; 
378419; 340302; 269625; 366434; 500000; 497645; 266935; 205136; 258796; 397520; 403193; 371506; 390856; 354403; 335561; 290030; 493055; 321755; 313860; 468360; 500000; 266956; 382144; 238868; 400931; 
338068; 287365; 297948; 402212; 500000; 497378; 499994; 196590; 273203; 378857; 426779; 379744; 239136; 341652; 340777; 299725; 480501; 448588; 330204; 483060; 500000; 225151; 398506; 206371; 400091; 
371963; 265121; 251494; 324517; 500000; 481656; 491495; 180580; 236199; 409150; 446986; 370449; 330302; 326805; 361952; 269761; 463498; 367800; 348911; 486422; 500000; 218543; 411870; 272204; 388595; 
339610; 234751; 269008; 367902; 500000; 465687; 233599; 181560; 215834; 382731; 375850; 396412; 363580; 400270; 337818; 308194; 378330; 310156; 297012; 500000; 500000; 260550; 369276; 243396; 397559; 
324127; 235956; 207078; 361474; 500000; 421428; 236122; 271139; 430310; 382403; 431376; 389483; 330085; 388928; 351869; 267167; 363614; 280239; 341772; 491050; 500000; 187706; 379237; 225485; 383598; 
333030; 244269; 465429; 370070; 500000; 413990; 249237; 294903; 358419; 383876; 410191; 374226; 364803; 352189; 371399; 250924; 372045; 334387; 348020; 478618; 500000; 186906; 345756; 216812; 408325; 
269953; 216885; 445000; 334408; 500000; 275182; 261257; 262354; 211872; 405668; 394507; 351641; 373678; 316366; 385948; 318121; 270447; 310066; 336794; 485517; 500000; 244960; 371332; 235846; 401203; 
309844; 215524; 362844; 312459; 500000; 363533; 215300; 204800; 205863; 388399; 392843; 391473; 381317; 378756; 379029; 210457; 287729; 306261; 350405; 478444; 496817; 228289; 372353; 240644; 409757; 
257500; 215517; 274775; 339947; 500000; 291378; 234765; 200141; 437764; 385659; 402306; 359704; 348018; 315606; 382841; 260496; 311506; 289902; 324768; 478683; 426751; 217002; 387983; 257748; 402093; 
288794; 209748; 250547; 279196; 500000; 314310; 465566; 292266; 443683; 353077; 315051; 368621; 270553; 326486; 412644; 274904; 329441; 366016; 386211; 479103; 424308; 225979; 366156; 244064; 427374; 
294628; 197292; 258048; 214219; 500000; 333461; 220259; 263449; 193938; 332063; 434538; 334030; 345789; 344329; 394147; 291292; 256921; 298495; 372771; 464898; 376195; 242334; 292308; 283204; 376861; 
276341; 224676; 276350; 231699; 500000; 293349; 206175; 371786; 176489; 352022; 392261; 354026; 372595; 325901; 385935; 241697; 301670; 334521; 326939; 474415; 500000; 219444; 353618; 246130; 395322; 
283073; 219963; 243909; 216602; 500000; 316995; 193673; 178287; 181663; 285495; 342367; 487723; 382186; 378959; 381421; 273453; 285441; 364195; 347142; 485304; 414308; 213204; 276830; 209269; 404635; 
